darnassus aspirant	loot hoarder	3
infested tauren	wickerflame burnbristle	3
patches the pirate	sunwalker	3
jade swarmer	jinyu waterspeaker	3
elemental destruction	sylvanas windrunner	3
goldshire footman	nightblade	3
shadow madness	greater healing potion	3
jeweled scarab	bear trap	3
friendly bartender	journey below	3
ancestral knowledge	flametongue totem	3
bloodfen raptor	daring reporter	3
smuggler's crate	armored warhorse	3
frothing berserker	obsidian destroyer	3
n'zoth's first mate	doppelgangster	3
n'zoth's first mate	master jouster	3
sunfury protector	volcanic potion	3
sunfury protector	frost giant	3
argent squire	demolisher	3
huge toad	sap	3
patient assassin	tomb pillager	3
slam	skeram cultist	3
hired gun	ancient of blossoms	3
jade idol	southsea captain	3
mana wyrm	fencing coach	3
youthful brewmaster	boneguard lieutenant	3
boneguard lieutenant	north sea kraken	3
frostbolt	garrison commander	3
secretkeeper	grimestreet smuggler	3
avenge	wild pyromancer	3
abyssal enforcer	siphon soul	3
lava burst	lava burst	3
flamewreathed faceless	dread corsair	3
lava burst	hammer of twilight	3
jade swarmer	bomb squad	3
jade swarmer	moat lurker	3
jade swarmer	silithid swarmer	3
demonwrath	explorer's hat	3
madam goya	healing wave	3
bloodfen raptor	fan of knives	3
smuggler's run	stonetusk boar	3
fiery bat	princess huhuran	3
silithid swarmer	reckless rocketeer	3
saboteur	consecration	3
gadgetzan jouster	garrison commander	3
worgen infiltrator	bloodsail cultist	3
worgen infiltrator	dread corsair	3
worgen infiltrator	arcanite reaper	3
worgen infiltrator	southsea captain	3
bilefin tidehunter	lava burst	3
worgen infiltrator	webspinner	3
webspinner	sir finley mrrgglton	3
mad scientist	king's elekk	3
acolyte of pain	dread corsair	3
huge toad	lightning bolt	3
huge toad	fireguard destroyer	3
museum curator	gadgetzan socialite	3
jeweled scarab	deathwing	3
bloodfen raptor	assassin's blade	3
king mukla	coldlight oracle	3
mountain giant	explorer's hat	3
boneguard lieutenant	lotus assassin	3
boneguard lieutenant	light's champion	3
grimestreet informant	chillwind yeti	3
mana tide totem	sludge belcher	3
mortal coil	dreadsteed	3
huge toad	spiked hogrider	3
huge toad	jade shuriken	3
southsea deckhand	dr, boom	3
gadgetzan jouster	coliseum manager	3
on the hunt	murloc warleader	3
on the hunt	blackwing technician	3
goldshire footman	hammer of wrath	3
argent horserider	thrallmar farseer	3
tournament attendee	pompous thespian	3
unearthed raptor	young priestess	3
pompous thespian	unearthed raptor	3
argent squire	forlorn stalker	3
huge toad	coliseum manager	3
huge toad	raza the chained	3
huge toad	squirming tentacle	3
zombie chow	kel'thuzad	3
zombie chow	hogger	3
smuggler's run	hogger	3
lorewalker cho	explosive trap	3
lorewalker cho	djinni of zephyrs	3
bloodmage thalnos	faceless shambler	3
harvest golem	dispatch kodo	3
jade claws	flesheating ghoul	3
jade claws	north sea kraken	3
tunnel trogg	saboteur	3
duplicate	azure drake	3
smuggler's run	eaglehorn bow	3
undercity huckster	youthful brewmaster	3
silverware golem	power overwhelming	3
webspinner	glaivezooka	3
heroic strike	bash	3
acolyte of pain	jade behemoth	3
flamewreathed faceless	barnes	3
bilefin tidehunter	lightning storm	3
mistress of mixtures	call of the wild	3
jungle panther	flamewreathed faceless	3
worgen infiltrator	sap	3
living roots	enhance-o mechano	3
blowgill sniper	cyclopian horror	3
huge toad	second-rate bruiser	3
squirming tentacle	pit fighter	3
squirming tentacle	north sea kraken	3
blowgill sniper	jade blossom	3
huge toad	stormcrack	3
huge toad	eternal sentinel	3
argent horserider	perdition's blade	3
mad bomber	lightning storm	3
jeweled scarab	perdition's blade	3
mad bomber	fallen hero	3
sunfury protector	drakonid operative	3
i know a guy	hogger	3
i know a guy	y'shaarj, rage unbound	3
slam	bloodsail corsair	3
hellfire	flame juggler	3
ship's cannon	azure drake	3
grimestreet informant	shieldmaiden	3
novice engineer	starfall	3
earth elemental	dragon egg	3
snipe	call of the wild	3
murloc tidecaller	earth shock	3
shielded minibot	argent protector	3
murloc tidehunter	sacred trial	3
fiery bat	bog creeper	3
undercity huckster	bilefin tidehunter	3
novice engineer	mark of the wild	3
sir finley mrrgglton	hobgoblin	3
stonetusk boar	cogmaster	3
injured kvaldir	bloodsail corsair	3
spreading madness	renounce darkness	3
bladed cultist	shadow rager	3
duplicate	twilight drake	3
bloodfen raptor	dispatch kodo	3
loot hoarder	razorfen hunter	3
grove tender	coldlight oracle	3
sorcerer's apprentice	stablemaster	3
kabal lackey	chillwind yeti	3
worgen infiltrator	heroic strike	3
knife juggler	razorfen hunter	3
coldlight oracle	reno jackson	3
king's elekk	daring reporter	3
grimscale chum	pompous thespian	3
lightwarden	explorer's hat	3
jeweled scarab	corruption	3
power of the wild	razorfen hunter	3
novice engineer	mark of nature	3
wrath	sen'jin shieldmasta	3
jeweled scarab	sunwalker	2
gadgetzan jouster	fen creeper	2
gadgetzan jouster	crazed alchemist	2
gadgetzan auctioneer	flametongue totem	2
gadgetzan auctioneer	lightning bolt	2
gadgetzan auctioneer	rockbiter weapon	2
undercity huckster	lightning storm	2
undercity huckster	hex	2
undercity huckster	chillmaw	2
on the hunt	snipe	2
on the hunt	call of the wild	2
on the hunt	y'shaarj, rage unbound	2
evolve	elemental destruction	2
evolve	lava shock	2
evolve	jade lightning	2
evolve	healing wave	2
evolve	brann bronzebeard	2
revenge	ysera	2
twisted worgen	lotus assassin	2
twisted worgen	ravenholdt assassin	2
frostbolt	violet illusionist	2
frostbolt	daring reporter	2
buccaneer	spellbreaker	2
nerubian prophet	mukla's champion	2
nerubian prophet	youthful brewmaster	2
buccaneer	lotus agents	2
nerubian prophet	hired gun	2
nerubian prophet	kooky chemist	2
hired gun	thoughtsteal	2
hired gun	flamecannon	2
hired gun	kooky chemist	2
hired gun	kabal chemist	2
hired gun	micro machine	2
toxic sewer ooze	flamecannon	2
cruel taskmaster	gorehowl	2
puddlestomper	lord of the arena	2
puddlestomper	volcanic potion	2
flametongue totem	wicked witchdoctor	2
flametongue totem	totemic might	2
southsea deckhand	drakonid operative	2
si:7 agent	reckless rocketeer	2
babbling book	shadow word: horror	2
grimestreet outfitter	illuminator	2
grimestreet outfitter	backroom bouncer	2
grimestreet outfitter	evil heckler	2
grimestreet outfitter	reckless rocketeer	2
amani berserker	flamecannon	2
amani berserker	abusive sergeant	2
amani berserker	grand crusader	2
amani berserker	unstable portal	2
amani berserker	stonesplinter trogg	2
amani berserker	freezing potion	2
silent knight	twilight flamecaller	2
silent knight	abusive sergeant	2
silent knight	kooky chemist	2
the coin	windfury harpy	2
river crocolisk	hungry dragon	2
youthful brewmaster	twilight flamecaller	2
youthful brewmaster	shattered sun cleric	2
huge toad	ancient of war	2
argent squire	mukla, tyrant of the vale	2
flame juggler	arathi weaponsmith	2
flame juggler	ironforge portal	2
enchanted raven	bloodmage thalnos	2
ravaging ghoul	soggoth the slitherer	2
sorcerer's apprentice	sylvanas windrunner	2
journey below	fireball	2
journey below	freezing potion	2
fan of knives	violet teacher	2
babbling book	shadow bolt	2
wrath	mind control tech	2
shield block	baron geddon	2
twilight whelp	kara kazham!	2
brann bronzebeard	mirror entity	2
brann bronzebeard	si:7 agent	2
shielded minibot	spider tank	2
shielded minibot	kel'thuzad	2
knife juggler	dr, boom	2
knife juggler	steward of darkshire	2
shielded minibot	ragnaros the firelord	2
dark peddler	reckless rocketeer	2
lightning storm	faceless manipulator	2
lightning storm	n'zoth, the corruptor	2
hex	sylvanas windrunner	2
ancestral knowledge	n'zoth, the corruptor	2
white eyes	jinyu waterspeaker	2
counterfeit coin	red mana wyrm	2
northshire cleric	savannah highmane	2
eaglehorn bow	acolyte of pain	2
eaglehorn bow	bloodmage thalnos	2
wild growth	antique healbot	2
revenge	don han'cho	2
revenge	azure drake	2
dirty rat	dread infernal	2
sir finley mrrgglton	nat pagle	2
sir finley mrrgglton	perdition's blade	2
thoughtsteal	malygos	2
jade claws	cairne bloodhoof	2
sir finley mrrgglton	possessed villager	2
power overwhelming	siphon soul	2
power overwhelming	blastcrystal potion	2
sir finley mrrgglton	shadowflame	2
ice block	flame lance	2
kazakus	illidan stormrage	2
small-time buccaneer	arcane giant	2
jeweled scarab	rumbling elemental	2
haunted creeper	repentance	2
haunted creeper	sylvanas windrunner	2
renounce darkness	wrathion	2
renounce darkness	azure drake	2
earth shock	hallazeal the ascended	2
earth shock	malygos	2
bloodsail corsair	twisting nether	2
bloodsail corsair	shadowflame	2
doomsayer	jungle panther	2
dark peddler	temple enforcer	2
gadgetzan jouster	blackwing corruptor	2
gadgetzan jouster	wyrmrest agent	2
gadgetzan jouster	darkshire alchemist	2
journey below	harvest golem	2
journey below	guardian of kings	2
journey below	yogg-saron, hope's end	2
journey below	grimestreet protector	2
journey below	seal of champions	2
wyrmrest agent	smuggler's run	2
i know a guy	argent horserider	2
knife juggler	wolfrider	2
knife juggler	deadly poison	2
mirror image	summoning stone	2
mirror image	dragon's breath	2
northshire cleric	arcane giant	2
spirit claws	forked lightning	2
flamecannon	piloted shredder	2
flamecannon	kazakus	2
zombie chow	auchenai soulpriest	2
flamecannon	emperor thaurissan	2
flamecannon	brann bronzebeard	2
flamecannon	n'zoth, the corruptor	2
mad scientist	zombie chow	2
mad scientist	arcane explosion	2
jeweled scarab	dark cultist	2
jeweled scarab	antique healbot	2
dirty rat	cone of cold	2
dirty rat	counterspell	2
argent horserider	forbidden healing	2
novice engineer	garrison commander	2
novice engineer	shadow madness	2
twilight guardian	garrison commander	2
twilight guardian	spawn of shadows	2
twilight drake	coldlight oracle	2
twilight drake	garrison commander	2
netherspite historian	anomalus	2
doomsayer	nozdormu	2
totem golem	n'zoth, the corruptor	2
swashburglar	meanstreet marshal	2
jade blossom	keeper of the grove	2
twilight whelp	houndmaster	2
tuskarr totemic	bloodmage thalnos	2
small-time buccaneer	ancient of lore	2
hellfire	prince malchezaar	2
hellfire	leeroy jenkins	2
zombie chow	violet teacher	2
zombie chow	polymorph	2
zombie chow	freezing potion	2
zombie chow	backroom bouncer	2
zombie chow	north sea kraken	2
smuggler's crate	hired gun	2
smuggler's crate	mad scientist	2
flame juggler	maelstrom portal	2
flame juggler	thing from below	2
kindly grandmother	defias cleaner	2
webspinner	jeweled scarab	2
smuggler's crate	violet teacher	2
cloaked huntress	chillwind yeti	2
cloaked huntress	violet teacher	2
friendly bartender	corruption	2
friendly bartender	bomb lobber	2
friendly bartender	dancing swords	2
doomsayer	psych-o-tron	2
doomsayer	pompous thespian	2
puddlestomper	quick shot	2
pompous thespian	dark iron dwarf	2
mana wyrm	burly rockjaw trogg	2
frostbolt	flesheating ghoul	2
frostbolt	sunwalker	2
small-time buccaneer	friendly bartender	2
small-time buccaneer	daring reporter	2
questing adventurer	spreading madness	2
undercity huckster	antique healbot	2
totem golem	far sight	2
gilblin stalker	daring reporter	2
gilblin stalker	priest of the feast	2
gilblin stalker	piloted shredder	2
fierce monkey	public defender	2
gilblin stalker	mind vision	2
gilblin stalker	kabal talonpriest	2
kabal courier	shield block	2
loot hoarder	snipe	2
loot hoarder	trogg beastrager	2
loot hoarder	timber wolf	2
northshire cleric	xaril, poisoned mind	2
northshire cleric	millhouse manastorm	2
dirty rat	soggoth the slitherer	2
shaky zipgunner	multi-shot	2
elise starseeker	power word: shield	2
elise starseeker	nefarian	2
elise starseeker	drakonid operative	2
elise starseeker	kabal talonpriest	2
jeweled scarab	elise starseeker	2
bloodsail raider	fierce monkey	2
worgen infiltrator	runic egg	2
worgen infiltrator	murloc warleader	2
journey below	power word: tentacles	2
journey below	leper gnome	2
wyrmrest agent	headcrack	2
wyrmrest agent	jade shuriken	2
shadow word: pain	cold blood	2
argent squire	sword of justice	2
wyrmrest agent	hellfire	2
argent horserider	mortal strike	2
novice engineer	drakonid operative	2
wild growth	jinyu waterspeaker	2
bloodmage thalnos	dread infernal	2
mulch	emperor thaurissan	2
mulch	malygos	2
small-time buccaneer	darkshire librarian	2
twilight whelp	lord jaraxxus	2
beckoner of evil	revenge	2
beckoner of evil	grimy gadgeteer	2
beckoner of evil	grommash hellscream	2
doomsayer	flare	2
doomsayer	on the hunt	2
mortal coil	hidden cache	2
renounce darkness	flame lance	2
corruption	kara kazham!	2
corruption	corruption	2
corruption	i know a guy	2
fiery war axe	arch-thief rafaam	2
brann bronzebeard	circle of healing	2
brann bronzebeard	spellbender	2
brann bronzebeard	jade shuriken	2
journey below	excavated evil	2
brann bronzebeard	flash heal	2
dirty rat	flash heal	2
smuggler's run	deathwing, dragonlord	2
wyrmrest agent	blizzard	2
flame juggler	spawn of n'zoth	2
coldlight oracle	druid of the claw	2
frostbolt	youthful brewmaster	2
northshire cleric	mirror entity	2
jade lightning	drakonid operative	2
jade lightning	power word: shield	2
jade lightning	twilight guardian	2
ice lance	flamestrike	2
ice lance	emperor thaurissan	2
jade lightning	raza the chained	2
jade lightning	excavated evil	2
ice lance	rhonin	2
sacred trial	consecration	2
dark peddler	tournament medic	2
loot hoarder	wrathion	2
backstab	hammer of twilight	2
wyrmrest agent	felfire potion	2
thoughtsteal	sunfury protector	2
journey below	emperor thaurissan	2
journey below	vaporize	2
cat trick	emperor thaurissan	2
imp gang boss	holy fire	2
imp gang boss	void crusher	2
fierce monkey	elise starseeker	2
backstab	lava shock	2
patches the pirate	ysera	2
jade spirit	edwin vancleef	2
barnes	doppelgangster	2
totem golem	frost elemental	2
museum curator	acolyte of pain	2
museum curator	burgly bully	2
museum curator	shadow word: horror	2
loot hoarder	shadowcaster	2
flamecannon	sludge belcher	2
zombie chow	arcane explosion	2
zombie chow	rhonin	2
barnes	arcane explosion	2
barnes	antique healbot	2
jeweled scarab	manic soulcaster	2
raven idol	mortal coil	2
raven idol	hellfire	2
worgen infiltrator	pyroblast	2
spirit claws	shadow word: pain	2
tunnel trogg	blizzard	2
spirit claws	museum curator	2
stonesplinter trogg	leper gnome	2
stonesplinter trogg	grimestreet smuggler	2
swashburglar	zoobot	2
mistress of mixtures	battle rage	2
worgen infiltrator	stampeding kodo	2
mistress of mixtures	public defender	2
mistress of mixtures	recruiter	2
backstab	totemic might	2
shield block	mukla, tyrant of the vale	2
blackwing corruptor	book wyrm	2
babbling book	holy champion	2
backstab	evolve	2
backstab	doomhammer	2
netherspite historian	edwin vancleef	2
small-time buccaneer	wildwalker	2
garrison commander	power word: shield	2
novice engineer	excavated evil	2
doomsayer	convert	2
backstab	faceless summoner	2
innervate	red mana wyrm	2
dirty rat	mirror entity	2
earthen ring farseer	counterspell	2
blastcrystal potion	siphon soul	2
blastcrystal potion	ragnaros the firelord	2
volcanic potion	medivh, the guardian	2
fan of knives	dark peddler	2
small-time buccaneer	c'thun's chosen	2
small-time buccaneer	disciple of c'thun	2
small-time buccaneer	c'thun	2
wild growth	justicar trueheart	2
barnes	bloodsail raider	2
doomsayer	alexstrasza's champion	2
clockwork gnome	weasel tunneler	2
clockwork gnome	blood imp	2
clockwork gnome	dire wolf alpha	2
haunted creeper	gilblin stalker	2
gilblin stalker	imp gang boss	2
river crocolisk	mind control tech	2
river crocolisk	tunnel trogg	2
elven archer	novice engineer	2
elven archer	bloodsail raider	2
flame imp	greater healing potion	2
living roots	silver hand knight	2
living roots	toxic sewer ooze	2
argent horserider	violet illusionist	2
argent horserider	abusive sergeant	2
argent horserider	hozen healer	2
celestial dreamer	huge toad	2
huge toad	dragonling mechanic	2
the coin	soot spewer	2
huge toad	imp gang boss	2
flame juggler	divine strength	2
flame juggler	sacred trial	2
bloodfen raptor	grimestreet smuggler	2
bloodfen raptor	cyclopian horror	2
bloodfen raptor	silver hand knight	2
bloodfen raptor	bomb lobber	2
bloodfen raptor	smuggler's run	2
bloodfen raptor	mind control tech	2
frostbolt	felguard	2
acolyte of pain	fjola lightbane	2
swashburglar	majordomo executus	2
wyrmrest agent	white eyes	2
ethereal conjurer	kabal talonpriest	2
ethereal conjurer	slam	2
ethereal conjurer	execute	2
ethereal conjurer	alley armorsmith	2
ethereal conjurer	brawl	2
backstab	ancestral spirit	2
grimestreet informant	hammer of wrath	2
wyrmrest agent	hammer of wrath	2
moonfire	mark of y'shaarj	2
tunnel trogg	ysera	2
flame imp	goldshire footman	2
bloodsail raider	drakonid crusher	2
volcanic potion	voidwalker	2
volcanic potion	greater arcane missiles	2
wrath	jungle panther	2
leper gnome	wolfrider	2
netherspite historian	seal of champions	2
netherspite historian	blessing of might	2
blackwing technician	pint-size potion	2
blackwing technician	blastcrystal potion	2
ancient watcher	acidic swamp ooze	2
blackwing technician	cabal shadow priest	2
ancient watcher	power overwhelming	2
netherspite historian	moat lurker	2
lightwarden	priest of the feast	2
lightwarden	the curator	2
lightwarden	lightwell	2
lightwarden	garrison commander	2
lightwarden	gnomish inventor	2
lightwarden	shifting shade	2
flame imp	smuggler's run	2
flame imp	aldor peacekeeper	2
argent horserider	holy nova	2
argent horserider	power word: shield	2
argent horserider	potion of polymorph	2
micro machine	amani berserker	2
micro machine	dark iron dwarf	2
micro machine	gadgetzan socialite	2
micro machine	bloodfen raptor	2
museum curator	haunted creeper	2
museum curator	north sea kraken	2
museum curator	zoobot	2
gadgetzan socialite	gadgetzan socialite	2
gadgetzan socialite	holy champion	2
smuggler's crate	ball of spiders	2
smuggler's crate	reno jackson	2
bluegill warrior	murloc knight	2
swashburglar	trogg beastrager	2
twilight elder	refreshment vendor	2
mire keeper	north sea kraken	2
twilight elder	corruption	2
twilight elder	siphon soul	2
mire keeper	bog creeper	2
twilight elder	shadow bolt	2
backstab	fire elemental	2
babbling book	prophet velen	2
netherspite historian	living roots	2
refreshment vendor	shadowform	2
small-time recruits	ragnaros, lightlord	2
small-time buccaneer	protect the king!	2
bloodfen raptor	assassinate	2
bloodfen raptor	stormwind knight	2
acidic swamp ooze	cyclopian horror	2
acidic swamp ooze	grimestreet protector	2
runic egg	pantry spider	2
twilight flamecaller	inkmaster solia	2
twilight flamecaller	frost nova	2
twilight flamecaller	pyroblast	2
justicar trueheart	gorehowl	2
unstable ghoul	bash	2
unstable ghoul	cruel taskmaster	2
unstable ghoul	bloodhoof brave	2
unstable ghoul	second-rate bruiser	2
unstable ghoul	n'zoth, the corruptor	2
cruel taskmaster	infested tauren	2
selfless hero	annoy-o-tron	2
acidic swamp ooze	snowchugger	2
azure drake	snake trap	2
brann bronzebeard	alley armorsmith	2
brann bronzebeard	shield slam	2
acidic swamp ooze	murloc knight	2
wolfrider	razorfen hunter	2
wolfrider	ancient of blossoms	2
wolfrider	shadow rager	2
acidic swamp ooze	master jouster	2
worgen infiltrator	spectral knight	2
tournament attendee	flamestrike	2
kabal talonpriest	mechanical yeti	2
kabal talonpriest	holy champion	2
kabal talonpriest	argent commander	2
kabal talonpriest	light of the naaru	2
kabal talonpriest	friendly bartender	2
worgen infiltrator	greater arcane missiles	2
kabal talonpriest	mind control	2
clockwork gnome	scarlet crusader	2
clockwork gnome	bloodfen raptor	2
alleycat	captured jormungar	2
clockwork gnome	blizzard	2
clockwork gnome	firelands portal	2
scarlet crusader	infested tauren	2
gadgetzan jouster	cult master	2
scarlet crusader	bog creeper	2
gadgetzan jouster	velen's chosen	2
gadgetzan jouster	injured kvaldir	2
scarlet crusader	kabal courier	2
gadgetzan jouster	ogre brute	2
gadgetzan jouster	netherspite historian	2
bloodfen raptor	bloodfury potion	2
bloodfen raptor	pyroblast	2
huge toad	corrupted healbot	2
bluegill warrior	volcanic potion	2
huge toad	sprint	2
huge toad	blackwing technician	2
clockwork gnome	bomb lobber	2
clockwork gnome	stampeding kodo	2
clockwork gnome	infested tauren	2
raging worgen	unstable portal	2
ethereal conjurer	inkmaster solia	2
spirit claws	second-rate bruiser	2
swashburglar	garrison commander	2
small-time buccaneer	wilfred fizzlebang	2
auctionmaster beardo	kazakus	2
frostbolt	flash heal	2
frostbolt	void terror	2
water elemental	spellbender	2
acolyte of pain	varian wrynn	2
shadow bolt	kabal chemist	2
clockwork gnome	volcanic potion	2
shaku, the collector	draenei totemcarver	2
shaku, the collector	earth shock	2
bloodmage thalnos	circle of healing	2
southsea deckhand	excavated evil	2
northshire cleric	ice barrier	2
bloodhoof brave	azure drake	2
small-time buccaneer	shadow word: pain	2
maelstrom portal	chillmaw	2
possessed villager	gormok the impaler	2
small-time buccaneer	misdirection	2
mistress of mixtures	starfire	2
dark peddler	murloc raider	2
alleycat	backstab	2
alleycat	cold blood	2
wild growth	wildwalker	2
sacred trial	argent protector	2
sacred trial	doppelgangster	2
raven idol	cairne bloodhoof	2
mind control tech	flamewaker	2
refreshment vendor	medivh, the guardian	2
arcane blast	ysera	2
arcane blast	greater arcane missiles	2
preparation	frothing berserker	2
jeweled scarab	grimestreet smuggler	2
jeweled scarab	burly rockjaw trogg	2
jeweled scarab	fencing coach	2
jeweled scarab	kill command	2
zombie chow	power word: tentacles	2
zombie chow	mind control	2
doomsayer	kabal crystal runner	2
doomsayer	wrathguard	2
doomsayer	prince malchezaar	2
steward of darkshire	bilefin tidehunter	2
smuggler's run	blessed champion	2
sir finley mrrgglton	raid leader	2
volcanic potion	curse of rafaam	2
frostbolt	harvest golem	2
selfless hero	eye for an eye	2
flame imp	emperor thaurissan	2
loot hoarder	grommash hellscream	2
twilight drake	pint-size potion	2
lightwarden	hozen healer	2
tiny knight of evil	doomguard	2
northshire cleric	soul of the forest	2
twilight whelp	pit lord	2
twilight whelp	flame imp	2
twilight whelp	tiny knight of evil	2
twilight whelp	bloodfury potion	2
jade idol	jeweled scarab	2
annoy-o-tron	mechwarper	2
annoy-o-tron	tinkertown technician	2
ice block	edwin vancleef	2
ancient watcher	hellfire	2
ice block	fan of knives	2
excavated evil	circle of healing	2
murloc warleader	seal of champions	2
swashburglar	tuskarr jouster	2
swashburglar	holy wrath	2
friendly bartender	backroom bouncer	2
grimestreet smuggler	mad scientist	2
grimestreet smuggler	silent knight	2
grimestreet smuggler	silver hand regent	2
grimestreet smuggler	defender of argus	2
friendly bartender	crystalweaver	2
cogmaster	blood imp	2
cogmaster	kabal chemist	2
dire wolf alpha	lance carrier	2
cogmaster	blastcrystal potion	2
cogmaster	shadowflame	2
dire wolf alpha	abyssal enforcer	2
spider tank	evil heckler	2
jade spirit	rockbiter weapon	2
spider tank	stranglethorn tiger	2
jade spirit	lotus agents	2
bloodfen raptor	backroom bouncer	2
bloodfen raptor	lord of the arena	2
worgen infiltrator	bilefin tidehunter	2
worgen infiltrator	goldshire footman	2
small-time buccaneer	one-eyed cheat	2
ship's cannon	eaglehorn bow	2
tunnel trogg	reincarnate	2
voidwalker	moroes	2
earth shock	jade spirit	2
zombie chow	dread corsair	2
twilight flamecaller	forbidden flame	2
backstab	rhonin	2
babbling book	holy nova	2
earthen ring farseer	goldshire footman	2
twilight whelp	kun the forgotten king	2
priest of the feast	mind control tech	2
earthen ring farseer	freezing potion	2
fan of knives	flamewreathed faceless	2
fan of knives	feral spirit	2
fan of knives	kazakus	2
fan of knives	totem golem	2
fan of knives	jade lightning	2
dirty rat	flame imp	2
dirty rat	polymorph: boar	2
mind control tech	arcane missiles	2
wickerflame burnbristle	elise starseeker	2
wickerflame burnbristle	harrison jones	2
wickerflame burnbristle	reno jackson	2
wickerflame burnbristle	cairne bloodhoof	2
babbling book	spirit claws	2
babbling book	feral spirit	2
babbling book	lightning storm	2
small-time buccaneer	avenging wrath	2
grimscale chum	abusive sergeant	2
felguard	mortal coil	2
felguard	doomguard	2
mortal coil	dread corsair	2
mortal coil	heroic strike	2
mortal coil	desert camel	2
mortal coil	core rager	2
drain life	soulfire	2
drain life	ironforge portal	2
drain life	protect the king!	2
drain life	arcanite reaper	2
a light in the darkness	zoobot	2
wild growth	baron geddon	2
dark peddler	scarlet crusader	2
forbidden ritual	argent horserider	2
flame juggler	darkshire councilman	2
flame juggler	leeroy jenkins	2
gadgetzan jouster	bloodsail corsair	2
n'zoth's first mate	knife juggler	2
a light in the darkness	arcane anomaly	2
a light in the darkness	illuminator	2
patches the pirate	greater healing potion	2
smuggler's run	blubber baron	2
xaril, poisoned mind	edwin vancleef	2
small-time buccaneer	grand crusader	2
preparation	grand crusader	2
harvest golem	twilight summoner	2
bilefin tidehunter	shadow bolt	2
bilefin tidehunter	mistress of pain	2
tunnel trogg	stonesplinter trogg	2
tunnel trogg	hired gun	2
wrathguard	imp-losion	2
wrathguard	abyssal enforcer	2
friendly bartender	dread corsair	2
spider tank	violet teacher	2
friendly bartender	fool's bane	2
friendly bartender	war golem	2
spider tank	violet illusionist	2
spider tank	power overwhelming	2
spider tank	abusive sergeant	2
puddlestomper	savage combatant	2
puddlestomper	innervate	2
puddlestomper	sunwalker	2
puddlestomper	starfire	2
acidic swamp ooze	tuskarr jouster	2
small-time buccaneer	anomalus	2
argent squire	shaky zipgunner	2
imp gang boss	faceless summoner	2
swashburglar	abusive sergeant	2
dirty rat	sacrificial pact	2
backstab	thistle tea	2
n'zoth's first mate	piloted shredder	2
ice block	lord jaraxxus	2
twilight guardian	feral rage	2
medivh's valet	frost nova	2
medivh's valet	firelands portal	2
coldlight oracle	kun the forgotten king	2
northshire cleric	naturalize	2
acidic swamp ooze	demented frostcaller	2
emperor thaurissan	aviana	2
acidic swamp ooze	blubber baron	2
jade swarmer	emperor thaurissan	2
selfless hero	disciple of c'thun	2
selfless hero	beckoner of evil	2
selfless hero	twilight elder	2
selfless hero	acolyte of pain	2
selfless hero	forbidden healing	2
auchenai soulpriest	justicar trueheart	2
tunnel trogg	edwin vancleef	2
a light in the darkness	blessing of wisdom	2
friendly bartender	cult master	2
friendly bartender	kindly grandmother	2
friendly bartender	aberrant berserker	2
worgen infiltrator	volcanic potion	2
unearthed raptor	edwin vancleef	2
micro machine	bilefin tidehunter	2
lowly squire	polymorph	2
micro machine	mad bomber	2
lowly squire	doppelgangster	2
micro machine	micro machine	2
lowly squire	medivh's valet	2
lowly squire	firelands portal	2
micro machine	haunted creeper	2
mistress of mixtures	forbidden ritual	2
bilefin tidehunter	razorfen hunter	2
bilefin tidehunter	addled grizzly	2
hidden cache	carrion grub	2
mad bomber	druid of the flame	2
mad bomber	gnomish experimenter	2
mad bomber	venture co, mercenary	2
acidic swamp ooze	temple enforcer	2
mistress of mixtures	the black knight	2
wyrmrest agent	faceless manipulator	2
wyrmrest agent	soggoth the slitherer	2
novice engineer	mechanical yeti	2
demolisher	polymorph	2
demolisher	fireball	2
demolisher	arcane missiles	2
demolisher	water elemental	2
demolisher	frost nova	2
demolisher	mirror image	2
demolisher	shatter	2
demolisher	acolyte of pain	2
northshire cleric	healing wave	2
twilight whelp	power word: glory	2
mountain giant	dragonfire potion	2
shadow word: death	entomb	2
silent knight	preparation	2
mortal coil	book wyrm	2
upgrade!	arathi weaponsmith	2
bloodmage thalnos	flash heal	2
wyrmrest agent	alexstrasza's champion	2
wyrmrest agent	sir finley mrrgglton	2
wyrmrest agent	arcanite reaper	2
king's elekk	sylvanas windrunner	2
voidwalker	illidan stormrage	2
mortal coil	wrath	2
mortal coil	mounted raptor	2
mortal coil	living roots	2
mortal coil	swipe	2
mad scientist	ironbeak owl	2
mana wyrm	sunfury protector	2
tunnel trogg	faceless shambler	2
swashburglar	scavenging hyena	2
friendly bartender	wild pyromancer	2
acolyte of pain	book wyrm	2
preparation	drakonid operative	2
worgen infiltrator	selfless hero	2
worgen infiltrator	divine favor	2
worgen infiltrator	rallying blade	2
acolyte of pain	stranglethorn tiger	2
kazakus	cabal shadow priest	2
shrinkmeister	faerie dragon	2
shadow word: pain	faceless shambler	2
jade blossom	disciple of c'thun	2
wild growth	kabal chemist	2
innervate	grotesque dragonhawk	2
faerie dragon	flamestrike	2
murloc tidecaller	argent protector	2
murloc tidecaller	meanstreet marshal	2
murloc tidecaller	argent squire	2
twilight flamecaller	cone of cold	2
twilight flamecaller	faceless summoner	2
twilight flamecaller	second-rate bruiser	2
frostbolt	holy fire	2
lightning bolt	master of evolution	2
swashburglar	humility	2
